Name	Age	Class	Ticket	Location	Job	Boat	Survived	Sex
SUNDERLAND, Mr Victor Francis	20	3rd Class Passenger	392089 £8 1s	Southampton	Farmer	B	1	M
SUNDMAN, Mr Johan Julian	44	3rd Class Passenger	3101269 £7 18s 6d	Southampton		15	1	M
SUTEHALL, Mr Henry Jr	25	3rd Class Passenger	392076 £7 1s	Southampton	Coach Trimmer		0	M
SUTTON, Mr Frederick	61	1st Class Passenger	36963 £32 6s 5d	Southampton	Property Developer / Real Estate	[46]	0	M
SVENSSON, Mr Johan		3rd Class Passenger	347060 £7 15s 6d	Southampton			0	M
SVENSSON, Mr Johan Cervin	14	3rd Class Passenger	7538 £9 4s 6d	Southampton		13	1	M
SVENSSON, Mr Olof	24	3rd Class Passenger	350035 £7 15s 11d	Southampton	Farmer		0	M
SWAN, Mr William	46	Victualling Crew		Belfast	1st Class Bedroom Steward		0	M
SWANE, Mr George	19	2nd Class Passenger Servant	248734 £13	Southampton	Chauffeur	[294]	0	M
SWEET, Mr George Frederick	14	2nd Class Passenger	220845 £65	Southampton	Farm Labourer		0	M
SWIFT, Mrs Margaret Welles	46	1st Class Passenger	17466 £25 18s 7d	Southampton		8	1	F
SYMONDS, Mr John Crane	44	Victualling Crew		Belfast	Saloon Steward		0	M
SYMONS, Mr George Thomas Macdonald	24	Deck Crew		Southampton	Lookout	1	1	M
TALBOT, Mr George Frederick Charles	20	Victualling Crew		Southampton	Steward	[150]	0	M
TAMLYN, Mr Frederick	23	Deck Crew		Southampton	Mess Steward (Deck Dept.)	[123]	0	M
TANNūS, Master As'ad	0	3rd Class Passenger	2625 £8 10s 4d	Cherbourg		16	1	M
TANNūS, Mr Bashīr	31	3rd Class Passenger	2621 £6 8s 9d	Cherbourg	Dealer		0	M
TANNūS, Mrs Thamīn	16	3rd Class Passenger	2625 £8 10s 4d	Cherbourg		14	1	F
TAUSSIG, Miss Ruth	18	1st Class Passenger	110413 £79 13s	Southampton		8	1	F
TAUSSIG, Mr Emil	52	1st Class Passenger	110413 £79 13s	Southampton			0	M
TAUSSIG, Mrs Tillie	39	1st Class Passenger	110413 £79 13s	Southampton		8	1	F
TAYLOR, Mr Bernard Cuthbert	22	Victualling Crew		Southampton	3rd Class Steward		0	M
TAYLOR, Mr Charles William Frederick	35	Deck Crew		Southampton	Able-bodied Seaman		0	M
TAYLOR, Mr Elmer Zebley	48	1st Class Passenger	19996 £52	Southampton	Manufacturer	5	1	M
TAYLOR, Mr George	24	Engineering Crew		Southampton	Fireman	1	1	M
TAYLOR, Mr J.	42	Engineering Crew		Southampton	Fireman		0	M
TAYLOR, Mr John Henry	49	Engineering Crew		Southampton	Fireman		0	M
TAYLOR, Mr Leonard	23	Victualling Crew		Southampton	Turkish Bath Attendant		0	M
TAYLOR, Mr Percy Cornelius	32	2nd Class Passenger Musician	250654	Southampton	Musician		0	M
TAYLOR, Mr William Henry	27	Engineering Crew		Southampton	Fireman	15	1	M
TAYLOR, Mr William John	30	Victualling Crew		Southampton	Saloon Steward (1st class)		0	M
TAYLOR, Mrs Juliet Cummins	49	1st Class Passenger	19996 £52	Southampton		5	1	F
TENGLIN, Mr Gunnar Isidor	25	3rd Class Passenger	350033 £7 15s 11d	Southampton		13	1	M
TERRELL, Mr Bertram	18	Deck Crew		Southampton	Seaman		0	M
TERRELL, Mr Frank	27	Victualling Crew		Southampton	Assistant Saloon Steward	11	1	M
TESTONI, Sig. Ercole	23	Restaurant Staff		Southampton	Assistant Glass Man		0	M
TEUTON, Mr Thomas Moore	32	Victualling Crew		Southampton	Saloon Steward	[226]	0	M
THALER, Mr Montague Donald	17	Victualling Crew		Southampton	Steward (3rd Class)		0	M
THAYER, Mr John Borland	49	1st Class Passenger	17421 £110 17s 8d	Cherbourg	Businessman		0	M
THAYER, Mr John Borland jr	17	1st Class Passenger	17421 £110 17s 8d	Cherbourg	Scholar	B	1	M
THAYER, Mrs Marian Longstreth	39	1st Class Passenger	17421 £110 17s 8d	Cherbourg		4	1	F
THEISSINGER, Mr Alfred	46	Victualling Crew		Southampton	Bed Room Steward		1	M
THEOBALD, Mr Thomas Leonard	34	3rd Class Passenger	363294 £8 1s	Southampton	Groom	[176]	0	M
THOMAS, Mr Albert Charles	23	Victualling Crew		Southampton	Saloon Steward		1	M
THOMAS, Mr Benjamin James	30	Victualling Crew		Belfast	Saloon Steward	15	1	M
THOMAS, Mr Joseph Wakefield	25	Engineering Crew		Southampton	Fireman		0	M
THOMAS/TANNOUS, Mr John	34	3rd Class Passenger	2681 £6 8s 9d	Cherbourg	Dealer		0	M
THOMAS/TANNOUS, Mr Tannous	16	3rd Class Passenger	2684 £7 4s 6d	Cherbourg	Scholar		0	M
THOMPSON, Mr Alexander Morrison	36	3rd Class Passenger	32302 £8 1s	Southampton	Mason		0	M
THOMPSON, Mr Herbert Henry	25	Victualling Crew		Belfast	2nd (Assistant) Storekeeper		0	M
THOMPSON, Mr John William	35	Engineering Crew		Southampton	Fireman	A	1	M
THORLEY, Mr William	39	Victualling Crew		Southampton	Cook		0	M
THORN, Mr Harry	25	Victualling Crew		Southampton	Assistant Ship's Cook		0	M
THORNE, Miss Gertrude Maybelle	38	1st Class Passenger	17585 £80 4d	Cherbourg		D	1	F
THORNEYCROFT, Mr Percival	36	3rd Class Passenger	376564 £16 2s	Southampton	General Labourer		0	M
THORNEYCROFT, Mrs Florence Kate	32	3rd Class Passenger	376564 £16 2s	Southampton		10	1	F
THRELFALL, Mr Thomas	44	Engineering Crew		Southampton	Leading Fireman		1	M
THRESHER, Mr George Terrill	25	Engineering Crew		Southampton	Fireman	9	1	M
TIETZ, Sig. Carlo/Karl	27	Restaurant Staff		Southampton	Kitchen Porter		0	M
TIKKANEN, Mr Juho	32	3rd Class Passenger	3101293 £7 18s 6d	Southampton	General Labourer		0	M
TIZARD, Mr Arthur Leopold	31	Engineering Crew		Southampton	Fireman		0	M
TOBIN, Mr Roger	20	3rd Class Passenger	383121 £7 15s	Queenstown	Farmer		0	M
TODOROFF, Mr Lalio	23	3rd Class Passenger	349216 £7 17s 11d	Southampton	General Labourer		0	M
TOMLIN, Mr Ernest Portage	22	3rd Class Passenger	364499 £8 1s	Southampton	Scholar	[50]	0	M
TOMS, Mr Fred	29	Victualling Crew		Belfast	Saloon Steward	15	1	M
TOOMEY, Miss Ellen Mary	48	2nd Class Passenger	13531 £10 10s	Southampton	Servant	9	1	F
TOPP, Mr Thomas	28	Victualling Crew		Southampton	2nd Butcher		0	M
TöRBER, Mr Ernst Wilhelm	41	3rd Class Passenger	364511 £8 1s	Southampton	Florist		0	M
TORFA, Mr Assad	20	3rd Class Passenger	2673 £7 4s 7d	Cherbourg	Farm Labourer		0	M
TöRNQUIST, Mr William Henry	25	3rd Class Passenger	370160	Southampton	Seaman	15	1	M
TOSHACK, Mr James Adamson	30	Victualling Crew		Southampton	Saloon Steward (1st class)		0	M
TOTEVSKI, Mr Hristo Danchev	25	3rd Class Passenger	349203 £7 17s 11d	Southampton	General Labourer		0	M
TOZER, Mr James	30	Engineering Crew		Southampton	Greaser		0	M
TRIGGS, Mr Robert	40	Engineering Crew		Southampton	Fireman	3	1	M
TROUPIANSKY, Mr Moses Aaron	23	2nd Class Passenger	233639 £13	Southampton	Shop Assistant		0	M
TROUT, Mrs Jessie Laird		2nd Class Passenger	240929 £12 13s	Southampton		9	1	F
TROUTT, Miss Edwina Celia	27	2nd Class Passenger	34218 £10 10s	Southampton		16	1	F
TU'MAH, Master Jirjis Yūsuf	8	3rd Class Passenger	2650 £15 4s 11d	Cherbourg		C	1	M
TU'MAH, Miss Mariyam	9	3rd Class Passenger	2650 £15 4s 11d	Cherbourg		C	1	F
TU'MAH, Mrs Hinnah	27	3rd Class Passenger	2650 £15 4s 11d	Cherbourg		C	1	F
TUCKER, Mr Gilbert Milligan jr	31	1st Class Passenger	2543 £28 10s 9d	Cherbourg		7	1	M
TURCIN, Mr Stjepan	36	3rd Class Passenger	349247 £7 17s 11d	Southampton	General Labourer		0	M
TURJA, Miss Anna Sofia	18	3rd Class Passenger	4138 £9 16s 10d	Southampton		15	1	F
TURKULA, Mrs Hedwig	63	3rd Class Passenger	4134 £9 11s 9d	Southampton		15	1	F
TURLEY, Mr Richard	36	Engineering Crew		Belfast	Fireman		0	M
TURNER, Mr George Frederick	32	Victualling Crew		Southampton	Stenographer		0	M
TURNER, Mr Leopold Olerenshaw	28	Victualling Crew		Belfast	Saloon Steward (1st class)	[23]	0	M
TURPIN, Mr William John	29	2nd Class Passenger	11668 £21	Southampton	Carpenter / Joiner		0	M
TURPIN, Mrs Dorothy Ann	26	2nd Class Passenger	11668 £21	Southampton	Housewife		0	F
TURVEY, Mr Charles Thomas	17	Restaurant Staff		Southampton	Page Boy		0	M
URBINI, Sig. Roberto	20	Restaurant Staff		Southampton	Waiter		0	M
URUCHURTU, Don. Manuel Ramirez	39	1st Class Passenger	17601 £27 14s 5d	Cherbourg	Lawyer		0	M
VALVASSORI, Sig. Ettore Luigi	35	Restaurant Staff		Southampton	Waiter		0	M
VAN BILLIARD, Master James William	10	3rd Class Passenger	851 £14 10s	Southampton			0	M
VAN BILLIARD, Master Walter John	9	3rd Class Passenger	851 £14 10s	Southampton		[1]	0	M
VAN BILLIARD, Mr Austin Blyler	35	3rd Class Passenger	851 £14 10s	Southampton		[255]	0	M
VAN DE VELDE, Mr Johannes Josef	35	3rd Class Passenger	345780 £9 10s	Southampton	Farmer		0	M
VAN DEN STEEN, Mr Leo Peter	28	3rd Class Passenger	345783 £9 10s	Southampton	Farmer		0	M
VAN DER BRUGGE, Mr Wessel Adrianus	38	Engineering Crew		Southampton	Fireman		0	M
VAN DER HOEF, Mr Wyckoff		1st Class Passenger	111240 £33 10s	Belfast	Businessman	[245]	0	M
VAN IMPE, Miss Catharina	10	3rd Class Passenger	345773 £24 3s	Southampton			0	F
VAN IMPE, Mr Jean Baptiste	36	3rd Class Passenger	345773 £24 3s	Southampton	Farmer		0	M
VAN IMPE, Mrs Rosalie Paula	30	3rd Class Passenger	345773 £24 3s	Southampton			0	F
VAN MELCKEBEKE, Mr Philemon	23	3rd Class Passenger	345777 £9 10s	Southampton	Farmer		0	M
VANDERCRUYSSEN, Mr Victor	46	3rd Class Passenger	345765 £9	Southampton	Farmer		0	M
VANDERPLANCKE, Miss Augusta Maria	18	3rd Class Passenger	345764 £18	Southampton	Servant		0	F
VANDERPLANCKE, Mr Julius	31	3rd Class Passenger	345763 £18	Southampton	Farmer		0	M
VANDERPLANCKE, Mr Leo Edmondus	15	3rd Class Passenger	345763 £18	Southampton	Farm Labourer		0	M
VANDERPLANCKE, Mrs Emelie Maria	31	3rd Class Passenger	345763 £18	Southampton			0	F
VANDEWALLE, Mr Nestor Cyriel	28	3rd Class Passenger	345770 £9 10s	Southampton	Merchant		0	M
VARTANIAN, Mr David	22	3rd Class Passenger	2658 £7 4s 6d	Cherbourg			1	M
VEAL, Mr Arthur	36	Engineering Crew		Southampton	Greaser		0	M
VEAL, Mr James	40	2nd Class Passenger	28221 £13	Southampton			0	M
VEAL, Mr Thomas Henry Edom	38	Victualling Crew		Southampton	Saloon Steward (1st class)		0	M
VEAR, Mr Henry	32	Engineering Crew		Southampton	Fireman		0	M
VEAR, Mr William	33	Engineering Crew		Southampton	Fireman	[59]	0	M
VENDEL, Mr Olof Edvin	20	3rd Class Passenger	350416 £7 17s 1d	Southampton	General Labourer		0	M
VESTRöM, Miss Hulda Amanda Adolfina	14	3rd Class Passenger	350406 £7 17s 1d	Southampton	Servant		0	F
VICAT, Sig. Alphonse Jean Eugene	21	Restaurant Staff		Southampton	Cook		0	M
VIGOTT, Mr Philip Francis	32	Deck Crew		Southampton	Able Seaman	13	1	M
VILLVARLANGE, Mr Pierre Léon Gabriel	19	Restaurant Staff		Southampton	Assistant Soup Cook		0	M
VINE, Mr Herbert Thomas Gordon	18	Restaurant Staff		Southampton	Assistant Restaurant Controller		0	M
VIONI, Sig. Roberto	25	Restaurant Staff		Southampton	Waiter		0	M
VOEGELIN-DUBACH, Sig. Johannes	35	Restaurant Staff		Southampton	Waiter		0	M
VOVK, Mr Janko	21	3rd Class Passenger	349252 £7 17s 11d	Southampton	General Labourer		0	M
WAELENS, Mr Achille	22	3rd Class Passenger	345767 £9	Southampton	Farm Labourer	[140]	0	M
WAKE, Mr Percy	37	Victualling Crew		Southampton	Assistant baker		0	M
WALKER, Mr William Anderson	48	1st Class Passenger	36967 £34 5d	Southampton			0	M
WALLCROFT, Miss Ellen 'Nellie'	36	2nd Class Passenger	13528 £21	Southampton	Cook	14	1	F
WALLIS, Mrs Catherine Jane	35	Victualling Crew		Southampton	Matron		0	F
WALPOLE, Mr James	48	Victualling Crew		Belfast	Chief Pantryman Steward		0	M
WALSH, Miss Catherine	32	Victualling Crew		Southampton	Stewardess		0	F
WARD, Miss Annie Moore	35	1st Class Passenger Servant	17755 £512 6s 7d	Cherbourg	Personal Maid	3	1	F
WARD, Mr Arthur	24	Engineering Crew		Belfast	Junior Assistant 4th. Engineer		0	M
WARD, Mr Edward	34	Victualling Crew		Belfast	Bed Room Steward		0	M
WARD, Mr James William	31	Engineering Crew		Southampton	Leading Fireman		0	M
WARD, Mr Percy Thomas	38	Victualling Crew		Belfast	Bedroom Steward (1st Class)		0	M
WARD, Mr William	36	Victualling Crew		Southampton	Saloon Steward		1	M
WARDNER, Mr Fred Albert	39	Engineering Crew		Southampton	Fireman		0	M
WARE, Mr Frederick	34	3rd Class Passenger	359309 £8 1s	Southampton	Motor Fitter		0	M
WARE, Mr John James	45	2nd Class Passenger	31352 £21	Southampton	Carpenter / Joiner		0	M
WARE, Mr William Jeffery	23	2nd Class Passenger	28666 £10 10s	Southampton			0	M
WARE, Mrs Florence Louise	31	2nd Class Passenger	31352 £21	Southampton		10	1	F
WAREHAM, Mr Robert Arthur	37	Victualling Crew		Belfast	Bed Room Steward	[246]	0	M
WARREN, Mr Charles William	30	3rd Class Passenger	49867 £7 11s	Southampton	Bricklayer		0	M
WARREN, Mr Frank Manley	63	1st Class Passenger	110813 £75 5s	Cherbourg			0	M
WARREN, Mrs Anna Sophia	60	1st Class Passenger	110813 £75 5s	Cherbourg		5	1	F
WARWICK, Mr Tom	25	Victualling Crew		Southampton	Saloon Steward		0	M
WATERIDGE, Mr Edward Lewis	25	Engineering Crew		Southampton	Fireman		0	M
WATSON, Mr Ennis Hastings	19	2nd Class Passenger H&W Guarantee Group	239856	Belfast	Apprentice Electrician		0	M
WATSON, Mr W.	27	Engineering Crew		Southampton	Fireman	[158]	0	M
WATSON, Mr William Albert	14	Victualling Crew		Southampton	Bell Boy		0	M
WATT, Miss Robertha Josephine	12	2nd Class Passenger	33595 £15 15s	Southampton		9	1	F
WATT, Mrs Elizabeth	40	2nd Class Passenger	33595 £15 15s	Southampton		9	1	F
WAZLI, Mr Yousif Ahmed		3rd Class Passenger	2647 £7 4s 6d	Cherbourg	Farmer		0	M
WEATHERSTON, Mr Thomas Herbert	24	Victualling Crew		Belfast	Saloon Steward (1st class)		0	M
WEBB, Mr Brook Holding	50	Victualling Crew		Belfast	Smoke Room Steward (1st class)		0	M
WEBB, Mr Samuel Francis	28	Engineering Crew		Southampton	Trimmer		0	M
WEBBER, Miss Susan	37	2nd Class Passenger	27267 £13	Southampton		12	1	F
WEBBER, Mr Francis Albert	31	Engineering Crew		Southampton	Leading Fireman		0	M
WEBBER, Mr James	66	3rd Class Passenger	3101316 £8 1s	Southampton	Miner		0	M
WEIKMAN, Mr Augustus Henry	52	Victualling Crew		Southampton	Barber		1	M
WEIR, Colonel John	59	1st Class Passenger	113800 £26 11s	Southampton	Military		0	M
WEISZ, Mr Léopold	37	2nd Class Passenger	228414 £26	Southampton	Stonemason and Carver	[293]	0	M
WEISZ, Mrs Mathilde Françoise	37	2nd Class Passenger	228414 £26	Southampton		10	1	F
WELCH, Mr William Harold	23	Victualling Crew		Southampton	Cook		0	M
WELLER, Mr William Clifford	30	Deck Crew		Belfast	Able-bodied Seaman	7	1	M
WELLS, Master Ralph Lester	2	2nd Class Passenger	29103 £23	Southampton		14	1	M
WELLS, Miss Joan	4	2nd Class Passenger	29103 £23	Southampton		14	1	F
WELLS, Mrs	29	2nd Class Passenger	29103 £23	Southampton		14	1	F
WENNERSTRöM, Mr August	27	3rd Class Passenger	350043 £7 15s 11d	Southampton		A	1	M
WEST, Miss Barbara Joyce	0	2nd Class Passenger	34651 £27 15s	Southampton		10	1	F
WEST, Miss Constance Mirium	4	2nd Class Passenger	34651 £27 15s	Southampton		10	1	F
WEST, Mr Edwy Arthur	36	2nd Class Passenger	34651 £27 15s	Southampton			0	M
WEST, Mrs Ada Mary	33	2nd Class Passenger	34651 £27 15s	Southampton		10	1	F
WHEADON, Mr Edward Henry	65	2nd Class Passenger	24579 £10 10s	Southampton	Farmer		0	M
WHEAT, Mr Joseph Thomas	30	Victualling Crew		Belfast	Assistant Second Steward	11	1	M
WHEELER, Mr Edwin Charles	24	2nd Class Passenger Servant	2159 £12 17s 6d	Southampton	Servant		0	M
WHEELTON, Mr Edneser Edward	29	Victualling Crew		Belfast	Saloon Steward (1st class)	11	1	M
WHILEMS, Mr Charles	31	2nd Class Passenger	244270 £13	Southampton	Factory Foreman	9	1	M
WHITE, Mr Albert	21	Engineering Crew		Southampton	Trimmer		0	M
WHITE, Mr Alfred	32	Engineering Crew		Southampton	Greaser	4	1	M
WHITE, Mr Arthur	37	Victualling Crew		Southampton	Assistant Barber (1st Class)	[247]	0	M
WHITE, Mr Edward Joseph	27	Victualling Crew		Southampton	Glory hole steward (3rd class)	[272]	0	M
WHITE, Mr Frank Leonard	28	Engineering Crew		Southampton	Trimmer		0	M
WHITE, Mr Leonard Lisle Oliver	31	Victualling Crew		Belfast	Saloon Steward		0	M
WHITE, Mr Percival Wayland	54	1st Class Passenger	35281 £77 5s 9d	Southampton	Manufacturer		0	M
WHITE, Mr Richard Frasar	21	1st Class Passenger	35281 £77 5s 9d	Southampton		[169]	0	M
WHITE, Mr William George	23	Engineering Crew		Southampton	Trimmer	15	1	M
WHITE, Mrs Ella	55	1st Class Passenger	17760 £135 12s 8d	Cherbourg		8	1	F
WHITELEY, Mr Thomas Arthur	18	Victualling Crew		Southampton	Saloon Steward		1	M
WHITFORD, Mr Alfred Henry	39	Victualling Crew		Southampton	Saloon Steward, 2nd Class		0	M
WICK, Col. George Dennick	57	1st Class Passenger	36928 £164 17s 4d	Southampton			0	M
WICK, Miss Mary Natalie	31	1st Class Passenger	36928 £164 17s 4d	Southampton		8	1	F
WICK, Mrs Mary Peebles	45	1st Class Passenger	36928 £164 17s 4d	Southampton		8	1	F
WIDEGREN, Mr Carl Peter		3rd Class Passenger	347064 £7 15s	Southampton	General Labourer		0	M
WIDENER, Mr George Dunton	50	1st Class Passenger	113503 £211 10s	Southampton	Banker		0	M
WIDENER, Mr Harry Elkins	27	1st Class Passenger	113503 £211 10s	Southampton	Bibliophile		0	M
WIDENER, Mrs Eleanor	50	1st Class Passenger	113503 £211 10s	Southampton		4	1	F
WIDGERY, Mr James George	37	Victualling Crew		Southampton	Bath Steward		1	M
WIKLUND, Mr Jakob Alfred	18	3rd Class Passenger	3101267 £6 9s 11d	Southampton	General Labourer	[314]	0	M
WIKLUND, Mr Karl Johan	21	3rd Class Passenger	3101266 £6 9s 11d	Southampton	General Labourer		0	M
WILDE, Mr Henry Tingle	39	Deck Crew Titanic Officers		Southampton	Chief Officer		0	M
WILKES, Mrs Ellen	47	3rd Class Passenger	363272 £7	Southampton		16	1	F
WILKINSON, Mrs Elizabeth Anne	35	2nd Class Passenger	2926 £26	Southampton		16	1	F
WILLARD, Miss Constance		1st Class Passenger	113795 £26 11s	Southampton		8	1	F
WILLER, Mr Aaron	37	3rd Class Passenger	3410 £8 14s 3d	Cherbourg			0	M
WILLEY, Mr Edward John	18	3rd Class Passenger	751 £7 11s	Southampton	Farm Labourer		0	M
WILLIAMS, Mr Arthur John	42	Victualling Crew		Southampton	Storekeeper (1st Class)		0	M
WILLIAMS, Mr Charles Duane	51	1st Class Passenger	17597 £61 7s 7d	Cherbourg	Lawyer		0	M
WILLIAMS, Mr Charles Eugene	23	2nd Class Passenger	244373 £13	Southampton	Sportsman	14	1	M
WILLIAMS, Mr Fletcher Fellowes Lambert		1st Class Passenger	113510 £35	Southampton	Businessman		0	M
WILLIAMS, Mr Howard Hugh	28	3rd Class Passenger	2466 £8 1s	Southampton	Carman		0	M
WILLIAMS, Mr Leslie	28	3rd Class Passenger	54636 £16 2s	Southampton	Pugilist	[14]	0	M
WILLIAMS, Mr Richard Norris II	21	1st Class Passenger	17597 £61 7s 7d	Cherbourg	Sportsman	A	1	M
WILLIAMS, Mr Samuel Solomon	26	Engineering Crew		Southampton	Fireman		0	M
WILLIAMS, Mr Walter John	28	Victualling Crew		Southampton	Saloon Steward (2nd class)		1	M
WILLIAMSON, Mr James Bertram	35	Victualling Crew Postal Clerk		Southampton	Postal Clerk / Postman		0	M
WILLIS, Mr William	46	Victualling Crew		Southampton	3rd Class Packer Steward		0	M
WILLSHER, Mr William Aubrey	33	Victualling Crew		Southampton	Butcher		0	M
WILSON, Miss Helen Alice	31	1st Class Passenger Servant	16966 £134 10s	Cherbourg	Personal Maid	3	1	F
WILSON, Mr Herbert 'Bertie'	28	Engineering Crew		Belfast	Senior Assistant 2nd Engineer		0	M
WILTON, Mr William Edward	53	Engineering Crew		Southampton	Trimmer		0	M
WINDEBANK, Mr Alfred Edgar	38	Victualling Crew		Southampton	Cook	13	1	M
WINDELøV, Mr Einar	21	3rd Class Passenger	3101317 £7 5s	Southampton	Dairy Worker		0	M
WINSER, Mr Rowland	33	Victualling Crew		Southampton	Steward		0	M
WIRZ, Mr Albert	27	3rd Class Passenger	315154 £8 13s 3d	Southampton	Farmer	[131]	0	M
WISEMAN, Mr Philippe	54	3rd Class Passenger	34244 £7 5s	Southampton	Merchant		0	M
WITCHER, Mr Albert Ernest	39	Engineering Crew		Southampton	Fireman		0	M
WITT, Mr Henry Dennis	37	Engineering Crew		Southampton	Fireman		0	M
WITTER, Mr James William Cheetham	31	Victualling Crew		Southampton	Smoke Room Steward (2nd Class)		1	M
WITTEVRONGEL, Mr Camilius Aloysius	36	3rd Class Passenger	345771 £9 10s	Southampton	Farmer		0	M
WITTMAN, Mr Henry	38	Victualling Crew		Southampton	Bathroom Steward (1st Class)	[315]	0	M
WITTS, Mr William Francis	36	Engineering Crew		Southampton	Trimmer		0	M
WOOD, Mr Henry	30	Engineering Crew		Southampton	Trimmer		0	M
WOOD, Mr James Thomas	40	Victualling Crew		Southampton	Assistant Saloon Steward, 2nd Class		0	M
WOODFORD, Mr Frederick Ernest	40	Engineering Crew		Southampton	Greaser	[163]	0	M
WOODWARD, Mr John Wesley	32	2nd Class Passenger Musician	250654	Southampton	Musician		0	M
WOODY, Mr Oscar Scott	44	Victualling Crew Postal Clerk		Southampton	Postal Clerk / Postman	[167]	0	M
WOOLNER, Mr Hugh	45	1st Class Passenger	19947 £35 10s	Southampton	Businessman	D	1	M
WORMALD, Mr Henry Frederick Charles	44	Victualling Crew		Southampton	Saloon Steward	[144]	0	M
WORTHMAN, Mr William Henry	37	Engineering Crew		Southampton	Fireman		0	M
WRAPSON, Mr Frederick Bernard	18	Victualling Crew		Belfast	Assistant Pantryman Steward		0	M
WRIGHT, Miss Marion	26	2nd Class Passenger	220844 £13 10s	Southampton		9	1	F
WRIGHT, Mr Frederick	24	Victualling Crew		Southampton	Squash racquet court attendant		0	M
WRIGHT, Mr George	62	1st Class Passenger	113807 £26 11s	Southampton	Businessman		0	M
WRIGHT, Mr William	40	Victualling Crew		Southampton	Glory Hole Steward		1	M
WYETH, Mr James Robert	26	Engineering Crew		Southampton	Fireman		0	M
WYNN, Mr Walter	41	Deck Crew		Belfast	Quartermaster	9	1	M
